ID,sex,age,max_rating,current_rating,hours_in_game,games_week,pas01,pas02,pas03,pas04,pas05,pas06,pas07,pas08,pas09,rel01,rel02,rel03,rel04,rel05,rel06,rel07,rel08,rel09,rel10,rel11,rel12,rel13,heroes_3,age_group,pas_total
7291,М,21,3200,2600,3480,6-10 игр (пару дней в неделю стабильно-дота),1,1,1,4,2,2,2,3,2,4,3,2,1,3,4,2,2,3,3,3,4,3,"Акс 161 (55%), Лина 151(49%), Аббадон 136 (63%), на последних двух сейчас не играю. Лину мейнил давно, за последние 2 года сыграл лишь около 20 игр на ней, перестало получаться, соответственно слил винрейт. На Аббадоне, тоже не играю, раньше тройкой на нем был, но перестало получаться, пока бросил, надо пересмотреть сборки (знаю что он сапп хороший, но на этой роли у меня другие любимчики). Сейчас в ротации Акс, Слардар 56 (58%) и Тайд 39 (71%), мб лишнего написал, но посчитал нужным немного углубиться",21-29 лет,18
7292,М,18,4950,4900,10000,20-30 игр (каждый день по несколько игр),2,3,2,5,2,5,3,5,1,5,3,1,1,5,5,2,3,5,4,3,1,5,"Сларк 300, 70%, Темплар Ассасин 150, 70%, ОД 150, 60%",18-20 лет,28
7294,М,19,2500,1300,2400,11-20 игр (почти каждый день по несколько игр),1,3,2,4,1,1,3,1,5,4,2,1,1,5,4,2,1,4,3,5,4,2,"Вивер 116 игр, 68%. Сларк 65 игр, 59%. Баратрум  63 игры, 64%",18-20 лет,21
7295,М,23,2800,1100,3700,1-5 игр (по выходным чисто пару каток),2,1,2,5,2,1,1,2,1,5,2,1,1,5,5,5,2,4,3,5,4,2,"Баунти хантер,150,62%; ЦМКа, 120, 68%, Венга,98,49%",21-29 лет,17
7296,М,14,10000,7000,8000,"Больше 50 игр (хочу быть как ILTW, тренируюсь каждый день нон-стоп)",5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,1,5,3,5,5,5,5,"Инвокер 10000 игры, 100%",17 лет или младше,45
7297,М,18,4000,2800,5000,20-30 игр (каждый день по несколько игр),2,2,2,4,2,3,1,4,1,5,2,1,2,5,5,2,3,3,4,1,2,1,"Нага (200, 70%), Сф (160, 64%), Вр (111, 66,7%)",18-20 лет,21
7300,М,18,890,730,673,20-30 игр (каждый день по несколько игр),2,4,1,5,1,4,2,5,1,5,1,1,1,5,5,1,1,5,3,2,1,4,"Земеля,70 игр,66%,Лион,+-200 игр,54%,Луна,40 игр,53%",18-20 лет,25
7302,М,25,3800,1500,3500,1-5 игр (по выходным чисто пару каток),1,1,1,3,1,1,2,5,1,4,3,2,1,2,3,1,1,1,2,5,3,1,"Рубик, 106 игр, 52%, Инвокер, 112 игр, 42%, Windranger 133 игры, 64%",21-29 лет,16
7304,М,18,750,300,1100,1-5 игр (по выходным чисто пару каток),2,1,4,2,1,4,4,5,2,3,5,1,2,1,4,5,3,5,5,5,1,3,"Morph, 75 игр, ~55%",18-20 лет,25
7307,М,16,3600,3500,4000,11-20 игр (почти каждый день по несколько игр),2,3,4,5,2,4,2,4,3,5,1,1,1,4,5,2,1,1,1,1,2,1,wraith king 200 70% Tinker 180 70% SF 110 50%,17 лет или младше,29
7308,М,14,1250,1010,2000,20-30 игр (каждый день по несколько игр),2,4,5,2,2,2,2,2,2,4,3,2,2,5,4,5,1,4,5,2,5,4,"Клинкз, 23 игры, 73,91%. Арк, 22 игры, 68,18%. Хаос найт , 21 игра , 57,14%.",17 лет или младше,23
7309,М,16,760,540,1050,20-30 игр (каждый день по несколько игр),3,4,3,3,3,2,2,4,3,4,3,2,2,3,4,4,3,3,1,3,2,1,"Трент 78 игр 57,7%
Шторм 75 игр 44%
Аппарат 44 игр 68%",17 лет или младше,27
7311,М,17,2300,1890,2500,11-20 игр (почти каждый день по несколько игр),1,2,1,5,2,2,1,5,4,5,1,2,2,5,5,3,2,3,5,2,5,1,"Grimstroke, 101, 52.5%, Juggernaut, 80, 72.5%, Disruptor, 68, 48.5%",17 лет или младше,23
7313,М,17,2700,2680,1500,1-5 игр (по выходным чисто пару каток),2,1,4,5,2,2,5,5,1,4,4,1,1,4,5,2,3,4,4,1,4,5,"Io 60 матчей 80%
Wk 70 матчей 56%
Кентавр 60 матчей 76%",17 лет или младше,27
7314,М,22,1800,1400,3500,6-10 игр (пару дней в неделю стабильно-дота),1,2,4,2,4,5,5,5,5,4,2,3,2,4,4,3,2,5,2,4,2,3,"АМ, 207 игр-49%; Морф, 155 игр - 56%; Сларк- 86 игр - 61%",21-29 лет,33
7316,М,21,2100,1350,3216,1-5 игр (по выходным чисто пару каток),1,2,5,3,1,5,1,5,3,2,2,5,5,5,3,4,3,2,3,1,5,1,"та, 181, 51.9%....сларк, 156, 53,8%....дровка, 119, 57.1%",21-29 лет,26
7318,М,23,2200,1000,3000,11-20 игр (почти каждый день по несколько игр),3,4,1,5,1,1,1,1,1,5,3,3,1,4,5,1,3,4,5,3,5,5,"Лич,499 игр, 52.10%
Вич доктор, 489 игр, 51.74%
Шадоу шаман, 411 игр, 52.07%",21-29 лет,18
7319,М,18,600,470,400,6-10 игр (пару дней в неделю стабильно-дота),1,2,3,4,3,1,5,1,2,5,1,1,1,5,5,3,3,2,1,3,2,3,"Клинкз, 94 игры, 50%; Шаман, 70 игр, 47%, Акс, 30 игр, 56; Дазл, 21 игр, 62.",18-20 лет,22
7320,М,19,2200,2200,1700,20-30 игр (каждый день по несколько игр),1,2,5,2,1,5,1,1,3,5,3,3,4,5,3,2,2,5,3,3,5,5,"Рубик 120, 50%.  Абадон офлейн, 130, 60%. Дазл 80 68%",18-20 лет,21
7325,М,18,2600,2490,2000,1-5 игр (по выходным чисто пару каток),1,2,5,2,1,1,5,3,4,5,3,1,1,3,3,2,2,5,3,1,1,1,"Хускар, 152, 58%; Тини, 56, 64%; клинкз, 60, 62%",18-20 лет,24
7329,М,19,1700,1180,932,6-10 игр (пару дней в неделю стабильно-дота),1,1,1,5,1,3,5,5,1,5,4,1,1,5,5,1,1,5,5,2,1,5,"Дизраптор,95 игр,44%. Медуза,53 игры,69%. Шаман, 22 игры,63%",18-20 лет,23
7330,М,16,3100,2500,3000,1-5 игр (по выходным чисто пару каток),1,2,3,4,1,1,1,5,2,4,2,2,1,4,5,1,1,3,3,3,1,1,"Io 127 игр, 59% ;  tinker 160 игр 52% ; гримстрок 56 игр 55%",17 лет или младше,20
7331,М,22,4500,2700,8000,6-10 игр (пару дней в неделю стабильно-дота),4,2,1,2,1,2,2,4,2,4,4,1,1,2,4,2,5,4,4,2,5,5,"Рубик, 1265 игры, 58%; Инвокер 924 игры, 52%; Шторм 739 игры, 61%.",21-29 лет,20
7332,М,15,500,400,650,Больше 30 игр (по много пабликов каждый день),3,2,4,1,2,2,4,4,5,1,4,5,5,2,1,4,3,4,4,5,4,5,hz,17 лет или младше,27
7333,М,15,4000,3700,800,11-20 игр (почти каждый день по несколько игр),1,2,2,3,3,1,5,5,2,3,3,2,1,3,3,4,2,3,2,3,2,5,"Темпларка,70 игр, 55%
Рубик, 56 игр, 50%
Луна, 50 игр, 49%",17 лет или младше,24
7334,М,24,4800,2900,6300,6-10 игр (пару дней в неделю стабильно-дота),1,1,1,5,1,1,4,5,1,5,1,5,3,2,5,3,2,5,2,3,5,1,"tinker 289 54, invoker 208 52 storm 190 55",21-29 лет,20
7335,М,20,2500,1200,2100,11-20 игр (почти каждый день по несколько игр),4,1,4,5,4,3,5,2,4,5,5,1,1,5,5,4,3,4,3,4,3,3,"Анти-маг 94 игры 47%
Войд спирит 38 игр 68.4%
хускар 13 игр 76.9%",18-20 лет,32
7337,М,15,2050,1720,1000,20-30 игр (каждый день по несколько игр),2,4,2,4,3,4,2,5,3,5,1,4,1,5,5,1,1,4,3,5,4,1,"Тинкер 63%, СФ 75%, Инвокер 53%",17 лет или младше,29
7338,М,20,4000,4000,9000,11-20 игр (почти каждый день по несколько игр),3,4,4,4,1,2,2,4,2,5,5,1,1,4,3,5,3,5,4,4,1,4,Клинкз 114 игр 57% винрейт. Хускар 113 игр 63% винрейт. Бх 102 игры 58% винрейт,18-20 лет,26
7339,М,21,4700,4300,8000,6-10 игр (пару дней в неделю стабильно-дота),1,2,1,2,1,3,4,3,4,2,4,4,2,1,2,2,1,3,2,5,3,1,"Течич, 111, 54%; Гримстрок, 103, 50%; Оракл, 95, 52%",21-29 лет,21
7340,М,15,1120,990,1000,20-30 игр (каждый день по несколько игр),3,4,1,5,2,1,3,4,3,4,1,2,1,4,5,3,4,5,3,4,4,1,"Скаймаг, 165 игра, 55%
Лина, 98 игр, 51%
Вивер, 76 игр, 52%",17 лет или младше,26
7342,М,16,750,670,550,6-10 игр (пару дней в неделю стабильно-дота),1,2,1,1,3,3,5,4,1,4,2,1,1,3,4,1,3,3,2,4,2,5,"хаос конь , 53 игры , 74% . Кункка , 21 игра, 47 % . бабка , 33 игры , 52%",17 лет или младше,21
7344,М,18,4000,2730,3000,11-20 игр (почти каждый день по несколько игр),4,3,4,4,3,2,5,5,3,5,2,5,2,5,4,3,2,5,3,4,4,5,"Shadow Fiend, 147 игр, 44.12%; Dark willow, 97 игр, 85.71%; Terrorblad, 192 игры, 48.71%",18-20 лет,33
7345,М,17,1800,1740,700,11-20 игр (почти каждый день по несколько игр),3,2,1,4,2,3,1,1,1,4,2,3,2,4,5,4,3,4,2,5,4,3,"lifestealer 170 60%, brist 80 68%, tidehunter 50 65%",17 лет или младше,18
7346,М,30,500,300,4000,20-30 игр (каждый день по несколько игр),5,5,5,5,5,5,5,5,5,1,5,5,5,1,1,1,5,1,5,5,1,1,"Радик, 3000, 1%; Пудж, 152, 20%; Дум, 100, 0%.",30-39 лет,45
7347,М,15,3420,3200,5000,11-20 игр (почти каждый день по несколько игр),3,2,1,4,3,1,5,5,2,4,5,4,4,5,4,4,3,4,3,5,1,5,Фантомка 231 62% Анти маг 173 57% Faceless Void 130 53.1%,17 лет или младше,26
7348,М,19,630,40,500,11-20 игр (почти каждый день по несколько игр),3,4,4,3,4,4,5,4,5,3,5,3,3,2,2,2,2,3,2,5,3,2,"Арк Варден, 62 игры, 47%
Войд спирит, 30 игр, 30%
Тимберслоу, 24 игры, 48%",18-20 лет,36
7349,М,15,900,700,1300,11-20 игр (почти каждый день по несколько игр),2,5,5,2,4,4,5,5,5,3,4,1,1,5,5,3,3,5,5,5,5,5,SF - 150 - 47%   PL-64 - 65.6%   Ursa - 40 - 65%,17 лет или младше,37
7350,М,15,3500,3000,2000,11-20 игр (почти каждый день по несколько игр),3,2,5,3,5,4,5,4,2,1,5,2,1,2,2,3,1,3,1,5,3,4,Инвокер 139 игры 52% Лион 89 игры 46% Пак 69 игры 41%,17 лет или младше,33
7351,М,20,5800,5600,10000,11-20 игр (почти каждый день по несколько игр),2,2,2,3,1,5,1,4,2,5,2,1,1,1,5,3,3,1,2,3,2,1,"Инвокер, 643 игры, 55%
Тинкер,  421 игра, 62%
Сларк 548 игр, 61%",18-20 лет,22
7353,М,18,5100,4600,4000,20-30 игр (каждый день по несколько игр),4,4,5,5,4,4,3,4,5,5,1,2,2,5,5,3,3,5,5,4,2,1,"Anti-Mage, 456 игр, 62%. Урса, 134 игры, 65%. Джагернаут 212 игр, 46%.",18-20 лет,38
7354,М,20,1990,1960,900,11-20 игр (почти каждый день по несколько игр),1,2,2,2,2,1,1,3,2,3,4,3,1,1,3,2,2,3,1,5,1,5,"Баунти хантер, 69 игр , 69.57% винрейт",18-20 лет,16
7355,М,20,880,550,1200,1-5 игр (по выходным чисто пару каток),1,2,1,4,2,1,1,3,3,4,2,1,1,1,4,3,1,2,1,5,2,1,"Кристалка, 52 игры, 53%; Никс, 48 игр, 51% Инигма, 57 игр, 47%",18-20 лет,18
7356,М,19,4900,4300,5000,20-30 игр (каждый день по несколько игр),2,3,1,4,1,3,1,1,2,4,3,1,1,5,4,2,1,5,1,4,2,2,"Питлорд 275 игр 67.7%.,Бристл 141 игр 61.7%, Mars 121 игр 51.2%",18-20 лет,18
7358,М,26,3000,2900,1000,1-5 игр (по выходным чисто пару каток),1,2,4,2,1,4,2,4,2,5,5,1,1,1,3,2,2,1,4,1,2,3,"Аппарат 260 игр 59%, дазл 120 игр 67%, сайленсер 90 игр 70%",21-29 лет,22
7360,М,28,3200,2150,6519,11-20 игр (почти каждый день по несколько игр),2,3,3,4,1,1,1,1,1,4,3,1,1,3,4,3,2,2,5,3,2,3,"Ancient Apparition, 274, 50%, Phoenix, 239, 55,23%, Luna, 201,56%",21-29 лет,17
7361,М,16,1330,420,900,11-20 игр (почти каждый день по несколько игр),1,1,2,2,1,4,1,3,1,5,3,1,1,4,4,1,1,1,2,2,1,5,"Хускар, 39 игр 51,3%; Лич, 16 игр 81,3%; Сларк, 43 игры 44,2%",17 лет или младше,16
7362,М,20,1500,1000,3000,1-5 игр (по выходным чисто пару каток),2,2,3,3,2,4,5,4,3,3,5,1,1,2,3,3,4,5,4,4,3,3,"Мортра 73/47.95%
Джага 67/ 52.24%
Зевс 62/ 48.39%",18-20 лет,28
7363,М,19,2200,1850,2975,11-20 игр (почти каждый день по несколько игр),2,2,3,2,1,1,3,4,3,3,3,1,1,1,2,3,2,4,4,5,2,3,"Джаггернаут ~260 62%, Венга 110 61%, Мортра 110 52%",18-20 лет,21
7364,М,16,2000,1700,1700,Больше 30 игр (по много пабликов каждый день),2,4,2,3,2,3,2,1,2,4,4,1,3,3,4,2,3,2,3,2,3,1,"Slark 452 63%,Lifestealer 39 51%,Axe 27 49%",17 лет или младше,21
7365,М,24,4000,4000,8000,6-10 игр (пару дней в неделю стабильно-дота),3,2,4,4,2,5,3,5,2,4,4,1,1,3,4,2,2,2,3,4,2,1,"Тинкер, 2000 игр, 65%. Визаж, 800 игр, 55%. Бруда 300 игр, 55%",21-29 лет,30
7367,М,16,540,380,850,11-20 игр (почти каждый день по несколько игр),2,3,2,4,3,3,3,3,3,4,3,2,3,3,4,3,2,3,3,5,4,2,"вк, 34 игры, 76%; медуза, 23 игры, 60%; войд спирит, 16 игр, 52%",17 лет или младше,26
7368,М,25,3200,2800,3500,11-20 игр (почти каждый день по несколько игр),1,3,2,4,1,1,1,3,1,5,1,1,1,5,5,3,2,4,1,2,2,5,"Рики , 339 , 64% , Бристелбек, 263 , 53.6% , Акс, 158, 54%",21-29 лет,17
7369,М,18,410,190,420,11-20 игр (почти каждый день по несколько игр),3,3,2,3,2,1,5,4,5,4,3,2,1,1,3,2,3,2,4,3,3,4,"Земеля (27 игр, 40,74%). Шейкер (13 игр, 53,85%). Магнус (10 игры, 80%)",18-20 лет,28
7371,М,15,2820,2660,2882,6-10 игр (пару дней в неделю стабильно-дота),2,1,1,2,1,2,4,3,2,4,3,1,1,4,4,5,3,2,3,4,5,2,"Пудж, 106 игр, 46%. Свен, 92 игры, 47%. Сларк, 77 игр, 58%",17 лет или младше,18
7373,М,14,590,570,1100,6-10 игр (пару дней в неделю стабильно-дота),3,4,2,5,5,1,2,4,5,5,4,4,1,2,4,4,3,5,5,4,4,3,"МК, 51, 67%
Хускар, 20, 80%
Бара, 8, 92%",17 лет или младше,31
7374,М,20,5100,5100,9000,20-30 игр (каждый день по несколько игр),2,3,1,4,1,1,1,5,2,5,3,1,1,5,5,2,4,4,4,1,2,3,"Тинкер, 738, 67,75%; Инвокер, 543, 51,75%; chadou fint, 454, 51,98%; 
акк - мейн мейновый, следовательно множество игр (особенно на вокере) были сыграны в начале дотерского пути",18-20 лет,20
7375,М,15,600,500,800,11-20 игр (почти каждый день по несколько игр),4,3,3,2,2,1,5,5,3,2,5,1,1,4,5,2,2,5,4,5,3,1,"сларк 43 игры 49%, ам 41 игры 51%,  течис и пудж 36 и 35 матчей, 50% и 49% соответственно",17 лет или младше,28
7376,М,19,5200,4100,3000,6-10 игр (пару дней в неделю стабильно-дота),1,2,1,1,2,2,2,4,3,4,4,1,2,3,3,2,2,3,2,4,2,1,"Бруда, 226 игр, 72%, Морф, 201 игра, 69%, Cф, 150 игр, 49%)",18-20 лет,18
7377,Ж,17,1700,1660,1540,6-10 игр (пару дней в неделю стабильно-дота),2,3,1,4,2,1,1,1,1,5,1,1,3,1,5,2,2,2,1,5,2,5,"Мипо 470 игр, 71%",17 лет или младше,16
7378,М,17,3017,2400,3000,1-5 игр (по выходным чисто пару каток),1,1,3,2,2,3,5,1,2,4,2,1,1,2,3,2,2,3,3,2,1,3,"Мипо, 347 игр, 69,74% вр, Шторм, 232 игры, 59,05% вр, МК, 132 игры, 50% вр",17 лет или младше,20
7379,М,15,3000,2850,2100,6-10 игр (пару дней в неделю стабильно-дота),2,3,2,4,1,2,1,3,2,5,4,5,5,3,4,3,4,4,5,4,4,5,"Venga, cm, dazle",17 лет или младше,20
7380,М,22,3500,2000,3686,20-30 игр (каждый день по несколько игр),3,4,2,5,3,4,2,4,4,5,2,1,1,4,5,4,3,4,4,5,5,2,"ВР 135 игр 45.93%, Пудж 125 игр 55.20%, Лайфстилер 96 игр 58.33%",21-29 лет,31
7381,М,15,2000,2000,1300,11-20 игр (почти каждый день по несколько игр),2,4,3,5,4,1,3,2,1,5,2,2,2,5,5,2,2,5,5,3,2,2,morph 70 игр 75% ursa 50 игр 68% mk 66 игр 73%,17 лет или младше,25
7382,М,19,3050,2800,3000,6-10 игр (пару дней в неделю стабильно-дота),1,1,1,4,1,2,4,1,3,4,1,3,1,5,5,5,4,5,5,1,1,5,"Кунка, 717 игр, 58%; МК, 152 игры, 56%; Огр, 146 игр, 58%.",18-20 лет,18
7383,М,15,1000,600,600,11-20 игр (почти каждый день по несколько игр),3,3,4,4,2,3,1,4,2,4,3,1,1,4,5,3,3,4,4,2,3,4,"пудж, 44 игр, 67%. темпларка, 50 игр, 57%. энигма, 27 игр, 73%",17 лет или младше,26
7384,М,17,2000,1600,6000,Больше 30 игр (по много пабликов каждый день),2,4,3,5,1,2,1,3,1,5,3,1,1,5,5,3,3,3,5,2,1,5,фура 176 игр 47% пудж 143игры 48% вк 96игры 67%,17 лет или младше,22
7386,М,14,820,500,1000,1-5 игр (по выходным чисто пару каток),1,1,1,5,1,1,1,1,1,5,5,1,1,3,5,2,2,4,3,3,1,1,42; 52%,17 лет или младше,13
7387,М,17,500,400,500,1-5 игр (по выходным чисто пару каток),1,2,1,4,2,1,3,4,2,5,3,3,1,5,5,2,3,3,3,3,3,2,"Tinker 40g, 38%
Morphling ≈45g, 50%
Juggernaut 20g, 65%",17 лет или младше,20
7391,М,17,5500,5200,2000,6-10 игр (пару дней в неделю стабильно-дота),2,2,3,4,1,3,5,3,1,5,4,2,1,4,5,3,3,4,3,2,3,1,"ВК, 47 игр , 72.3% Бистмастер ,55 игр, 65.5% Урса , 39 игр , 64.1% винрейта . (Много разных аков было)",17 лет или младше,24
7392,М,23,2000,500,2600,11-20 игр (почти каждый день по несколько игр),3,3,3,3,4,1,1,4,1,3,3,5,3,5,4,3,4,4,5,4,5,3,"АМ 610 игр 60% вр, сф, 349 игр, 50% вр",21-29 лет,23
7393,М,23,2650,1100,3500,11-20 игр (почти каждый день по несколько игр),2,1,1,4,1,1,3,1,1,4,2,1,1,2,4,3,3,4,3,2,4,3,"Спектра, 118, 61%
Пудж, 138, 48,6%
Рубик, 130, 46,2%
Дум, 123, 47,2%",21-29 лет,15
7394,М,17,1000,500,400,11-20 игр (почти каждый день по несколько игр),1,2,2,1,4,2,1,1,1,1,5,4,1,1,1,4,3,5,2,1,1,3,"Мирана, 46 игр, 60%. SPIRIT BREAKER 34 игры, 73%. ТАЙД ХАНТЕР, 28 игр, 46%",17 лет или младше,15
7395,М,24,1500,1100,3000,6-10 игр (пару дней в неделю стабильно-дота),3,1,1,2,1,1,1,3,1,2,4,1,5,1,3,2,1,1,2,5,1,1,"Виндрейнджер, 136 игр, 47%.
Инвокер, 104 игры, 50%
Лич, 103 игры, 54%",21-29 лет,14
7396,М,19,2100,2000,2800,1-5 игр (по выходным чисто пару каток),1,1,4,5,1,3,1,1,4,5,3,1,1,4,4,3,2,4,4,2,5,4,"Морф, 384 игры, 57,8%
Клинкз, 85 игр, 67,1%
Спектра, 73 игры, 63%",18-20 лет,21
7397,М,20,3800,2400,1734,6-10 игр (пару дней в неделю стабильно-дота),1,2,1,5,2,4,2,5,2,4,3,1,1,1,4,2,3,2,4,4,5,5,"Огр маг, 93 игры, 63%; Сларк, 60 игр, 58%; Венга, 59 игр, 42%.",18-20 лет,24
7398,М,22,4500,4400,4900,6-10 игр (пару дней в неделю стабильно-дота),2,4,2,5,4,1,5,3,1,5,1,1,1,4,5,2,2,2,3,4,2,1,"Феникс 382 60%
Лион 320 56%
Директор 253 57%",21-29 лет,27
7399,М,24,5300,4980,8000,6-10 игр (пару дней в неделю стабильно-дота),3,3,2,1,1,2,5,5,4,2,4,1,2,1,3,4,2,3,1,5,5,3,"Некр, 710 игр, 60℅ ; Феникс 523 игры 55% ; Пангольер 438 игр 51%.",21-29 лет,26
7400,М,16,1300,1300,800,20-30 игр (каждый день по несколько игр),3,1,1,4,2,1,1,1,1,4,1,1,1,4,5,2,2,4,4,2,1,4,"Дарк вилоу 222 игры 60%, вивер 64 игры 60%, разор 43 игры 62%",17 лет или младше,15
7401,М,20,5400,4800,10000,11-20 игр (почти каждый день по несколько игр),4,2,2,4,1,1,1,4,4,5,1,1,1,5,1,1,1,1,2,2,2,1,"Висп, 700 игр, 53%
Врка, 500 игр, 56%
Тинкер, 350 игр, 65%",18-20 лет,23
7402,М,26,3200,1500,2500,1-5 игр (по выходным чисто пару каток),3,1,2,3,1,1,1,3,4,3,4,3,3,1,3,3,3,3,2,5,3,2,"Джаггернаут 73%, урса 64%, свен 67%",21-29 лет,19
7403,М,13,1,1,600,Больше 30 игр (по много пабликов каждый день),1,4,3,4,2,1,1,1,1,5,2,4,2,3,5,1,2,3,3,3,4,2,"Пудж, 50 игр, 52%, Даззл 40 игр, 57%, Течис 90 игр, 53%",17 лет или младше,18
7404,М,19,4300,3800,4000,11-20 игр (почти каждый день по несколько игр),1,3,1,5,1,1,1,5,1,5,1,1,1,1,5,1,1,1,1,5,1,1,"Пудж (134 игры, 69.23%), Раста (112 игр, 54.55%), Шейкер (86 игр, 51.25%)",18-20 лет,19
7406,М,20,900,570,850,6-10 игр (пару дней в неделю стабильно-дота),1,2,5,4,2,2,1,3,3,5,3,1,1,5,5,2,3,5,5,5,2,4,"Шейкер, 65, 60%
Даззл, 42, 52%
Огр, 33, 40%",18-20 лет,23
7408,М,19,4500,4300,3000,20-30 игр (каждый день по несколько игр),2,1,2,4,2,1,5,5,4,4,4,5,3,2,4,2,3,2,4,5,5,4,"Wraith King, 103 игры, 64%
Пудж, 93 игры, 51%
Dark Seer, 64 игры, 67%",18-20 лет,26
7411,М,23,5700,5400,9000,Больше 30 игр (по много пабликов каждый день),1,4,2,4,1,2,1,1,5,4,2,5,2,5,4,4,3,5,4,5,5,1,Инвокер 800\56% Пудж 650\52% Мипо 520\55%,21-29 лет,21
7412,М,17,720,600,1500,6-10 игр (пару дней в неделю стабильно-дота),1,2,4,5,3,5,3,1,5,4,2,1,1,5,5,5,2,3,4,5,4,5,"Террорблейд, 57 игр, 57%; МК, 33 игры, 63%; Урса, 27 игр, 59%",17 лет или младше,29
7414,М,19,1700,1000,4000,6-10 игр (пару дней в неделю стабильно-дота),1,1,1,4,1,3,1,4,2,2,5,5,5,1,4,5,3,5,3,2,2,2,"рики, 72 игр, 71%; луна, 40 игр, 76%; дровка, 26 игр, 74%. (без учета турбо и анранкеда)",18-20 лет,18
7415,М,21,3970,3880,2500,6-10 игр (пару дней в неделю стабильно-дота),2,2,4,4,1,4,5,5,2,5,3,1,1,4,5,2,2,4,2,5,4,4,"Инвокер, 200 игр, 48%
Рубик, 100 игр, 48%
Дазл, 60 игр, 64%",21-29 лет,29
7416,М,20,3100,2100,2000,1-5 игр (по выходным чисто пару каток),1,4,4,3,3,1,5,3,5,4,2,1,1,2,3,4,3,3,4,5,4,2,"Rubick, 136, 52.21% || Windranger 125, 52.00% || Earth Spirit, 94, 57.45%",18-20 лет,29
7421,М,17,2500,2000,4500,6-10 игр (пару дней в неделю стабильно-дота),1,2,4,5,1,5,5,5,4,5,1,1,1,4,5,5,1,3,5,4,2,1,"Течис, 116 игр, 54%; рубик, 46 игр, 58%; сф, 33, 48%",17 лет или младше,32
7423,М,15,2500,1980,2000,20-30 игр (каждый день по несколько игр),3,5,4,4,2,5,5,5,5,4,1,3,2,5,5,4,3,5,4,3,5,1,"СФ, 161, 61% Медуза 61 50% Найт Сталкер 20 80%",17 лет или младше,38
7426,М,16,6030,6030,2000,6-10 игр (пару дней в неделю стабильно-дота),1,2,3,5,1,2,3,4,1,5,2,2,1,5,5,1,1,5,3,1,3,1,"Рики, 256 игры, 63%. Фантом Ассасин, 164 игры, 57%. Антимаг, 84 игры, 64%",17 лет или младше,22
7428,М,18,0,0,200,6-10 игр (пару дней в неделю стабильно-дота),3,3,1,4,5,4,5,5,3,4,3,3,2,4,3,2,5,3,3,3,2,5,"Личной статы пока нет, часто играю на дизрапторе, шамане и джаге",18-20 лет,33
7430,М,19,5500,5300,4800,20-30 игр (каждый день по несколько игр),3,4,5,5,4,4,1,5,3,5,1,1,1,5,5,3,3,5,1,1,1,1,"Люкан 200 игр, 70% Бистмастер 300 игр, 68%, баланар 300 игр, 61%",18-20 лет,34
7432,М,17,630,320,1260,11-20 игр (почти каждый день по несколько игр),2,3,2,3,2,4,1,3,2,4,2,1,1,4,3,3,3,4,2,5,2,3,"Рубик,132 игры,52,3% Дровка, 57 игр,57,9% ТА,40 игр,42,5%",17 лет или младше,22
7433,М,23,3300,1300,8000,6-10 игр (пару дней в неделю стабильно-дота),3,3,3,5,3,2,3,5,4,3,3,5,5,3,1,5,3,4,1,5,5,2,"Снайпер 100 игр 70 побед, брюха 90 игр 63 победы, лега 40 игр 29 побед",21-29 лет,31
7434,М,19,2900,2100,4000,11-20 игр (почти каждый день по несколько игр),3,2,3,2,1,4,1,4,2,4,4,3,2,2,3,3,3,4,5,5,3,5,"Ancient Apparition, 253 игры, 65.6%; Night Stalker, 89 игр, 50.6%; Vengeful Spirit, 85 игр, 63.5%",18-20 лет,22
7437,М,15,1180,1180,2154,20-30 игр (каждый день по несколько игр),3,5,2,3,5,5,1,1,5,5,2,1,1,5,4,3,3,3,3,3,1,2,"Сф 124 игры, 63%; врка 110 игр 54%; рубик 105 игр 46%",17 лет или младше,30
7438,М,21,3700,3400,2000,11-20 игр (почти каждый день по несколько игр),1,1,4,4,1,4,1,3,1,5,1,1,1,1,3,1,3,3,2,5,5,2,"Тимбер (60 игр, 56%)
Баланар (32 игры, 37%)
Феникс (28 игр 64%)",21-29 лет,20
7441,М,19,500,470,575,6-10 игр (пару дней в неделю стабильно-дота),1,3,2,3,1,4,5,4,1,4,1,1,1,3,4,2,2,5,1,3,3,2,"Снайпер, 168 игр, 57%. Леон, 121 игра 57,9%. SHADOW SHAMAN 33 игры 78,8%.",18-20 лет,24
7442,М,20,1500,1140,1000,6-10 игр (пару дней в неделю стабильно-дота),1,3,1,4,3,2,1,3,4,5,3,2,1,5,5,3,1,5,2,3,2,2,Наша сирена 61% 183 игры. Сларк 62% 45 игр. ВК 68% 56 игр.,18-20 лет,22
7445,М,25,3500,3000,7000,6-10 игр (пару дней в неделю стабильно-дота),1,3,4,5,3,3,1,4,1,5,1,1,1,1,5,2,2,3,3,5,1,2,не хочу,21-29 лет,25
7446,Ж,29,3100,2400,3300,1-5 игр (по выходным чисто пару каток),1,3,2,3,1,4,1,4,3,4,2,1,1,3,4,3,3,4,3,3,4,3,"Crystal Maiden (1004 игры; 52,9%), Ancient Apparition (200 игр; 51%), Lina (139 игр; 30%; играла по фану, сливала обычки на лузстриках)",21-29 лет,22
