ID,sex,age,max_rating,current_rating,hours_in_game,games_week,pas01,pas02,pas03,pas04,pas05,pas06,pas07,pas08,pas09,rel01,rel02,rel03,rel04,rel05,rel06,rel07,rel08,rel09,rel10,rel11,rel12,rel13,heroes_3,age_group,pas_total
1494,М,16,3500,2800,3200,20-30 игр (каждый день по несколько игр),2,3,4,3,2,2,5,1,2,4,3,5,3,4,5,4,3,4,4,5,5,2,"Хускар, 270+игр , 61%",17 лет или младше,24
1495,М,16,1080,780,243,11-20 игр (почти каждый день по несколько игр),3,3,2,2,4,4,1,4,2,4,3,2,1,5,5,4,2,3,4,2,2,3,"Скаймаг, 39 матчей (ласт был достаточно давно), 58.97%; Бристл, 34 матча (аналогично), 58.82%; Пудж, 29 матчей, 55.17%",17 лет или младше,25
1496,М,20,1700,1200,900,20-30 игр (каждый день по несколько игр),2,3,4,5,1,5,5,2,2,4,1,2,1,4,5,4,3,4,4,5,5,4,"Сф:261,49%; Дазл:133,55%; мк:67,43%.",18-20 лет,29
1497,М,17,2210,1510,6362,"Больше 50 игр (хочу быть как ILTW, тренируюсь каждый день нон-стоп)",3,3,4,2,2,5,4,5,3,3,4,1,1,2,3,2,2,3,3,3,3,2,"Акс(254 игры 54%)
Пудж(191 игра  59%)
Джаггернаут(146 игр 54%)",17 лет или младше,31
1499,М,22,4300,4300,4500,11-20 игр (почти каждый день по несколько игр),2,2,1,5,2,2,5,5,5,4,4,2,2,4,5,1,2,1,4,1,1,1,"Шаман 197 игр, 63%, Джакиро 170, 57%, Эллер Титан 94, 59%",21-29 лет,29
1500,М,14,1700,1010,3500,Больше 30 игр (по много пабликов каждый день),2,4,3,2,1,1,2,4,4,4,2,1,1,5,3,2,3,3,3,4,4,2,фантомка 33 57% джагер 43 55% воид 26 50%,17 лет или младше,23
1501,М,29,1700,1520,823,1-5 игр (по выходным чисто пару каток),1,1,4,1,1,1,5,5,1,3,5,1,1,1,3,1,1,1,1,3,1,1,"Night Stalker  45  60.00%, Lina 29 41.38%, Clinkz 22 45.45%",21-29 лет,20
1502,М,21,800,500,942,6-10 игр (пару дней в неделю стабильно-дота),1,2,2,5,1,1,3,3,4,5,5,1,1,2,4,3,2,3,2,2,1,5,"Зевс 39 игр 61,5%  
Даззл 30 игр 46,7% 
Брист 26 игр 46,2%",21-29 лет,22
1503,М,21,1100,510,2100,1-5 игр (по выходным чисто пару каток),1,1,1,3,2,1,1,4,2,3,4,2,1,2,3,1,1,3,2,4,2,2,Макака,21-29 лет,16
1504,М,28,450,110,1633,20-30 игр (каждый день по несколько игр),3,4,3,5,2,2,5,5,3,4,2,1,1,5,5,3,3,3,5,5,3,2,phantom assassin: 94 игры 59% Jagernaut: 65 игр 58% Slark 63 игры 55%,21-29 лет,32
1505,М,16,600,140,1650,"Больше 50 игр (хочу быть как ILTW, тренируюсь каждый день нон-стоп)",5,5,5,3,4,5,5,5,1,3,3,5,2,1,4,5,4,5,5,5,5,5,"Сф 180 47%, Хдвинг 450 49%, Телега 111 60%",17 лет или младше,38
1507,М,14,500,10,500,11-20 игр (почти каждый день по несколько игр),5,3,1,5,4,5,5,5,5,5,1,1,2,5,5,1,3,5,3,5,5,1,"Huskar 51 40%, Сф 46 54%, Riki 25 52%.",17 лет или младше,38
1508,М,22,1700,1600,1000,1-5 игр (по выходным чисто пару каток),3,1,1,3,1,1,1,2,1,4,3,1,2,1,2,3,2,4,1,5,3,3,"Dazzle,Shadow shamsn,Omniknight",21-29 лет,14
1509,М,22,2500,2080,5817,6-10 игр (пару дней в неделю стабильно-дота),3,2,4,3,2,4,3,2,2,5,3,3,2,5,4,3,4,4,4,4,5,5,"Фантомка, 227 игр, 52%, Луна, 199 игр, 56%, Зевс, 142 игры, 59%",21-29 лет,25
1510,М,19,1210,1190,2200,11-20 игр (почти каждый день по несколько игр),2,1,4,2,1,4,3,4,3,2,5,5,1,1,3,4,4,5,4,5,5,3,"Огр, 102, 60%
Шторм, 80, 59%
Пугна, 67, 76%",18-20 лет,24
1511,М,18,2060,1870,3562,Больше 30 игр (по много пабликов каждый день),2,3,4,2,2,5,2,1,4,3,4,2,1,2,4,1,3,3,3,5,1,5,"(Бристлбек,168, 61,3%; Фурион, 109, 50,5%; Фантомка, 83, 44,6%)",18-20 лет,25
1512,М,17,900,300,700,6-10 игр (пару дней в неделю стабильно-дота),2,1,3,5,1,3,1,4,2,5,2,1,1,3,5,3,2,4,5,4,2,3,"сф, 56игр, ~55%. тинкер, 40, ~60",17 лет или младше,22
1513,М,16,970,650,350,6-10 игр (пару дней в неделю стабильно-дота),1,1,2,4,3,1,1,2,1,5,2,1,4,5,5,1,1,4,2,4,1,1,"Necrophos 43/51,16%(в начале прошлого месяца было 33.3%),ogre magi 36/55.56%,Shadow shaman/65.38%",17 лет или младше,16
1514,М,18,1800,1440,920,Больше 30 игр (по много пабликов каждый день),1,3,1,5,1,1,2,1,1,5,1,1,1,5,5,3,2,5,1,2,1,1,"Вивер, 86 игр, 66,4%; Троль, 45 игр, 57,8; Медуза, 41 игра, 43,9%",18-20 лет,16
1515,М,17,2250,2220,2000,20-30 игр (каждый день по несколько игр),3,3,4,4,1,4,1,1,4,5,2,3,5,5,4,3,2,4,5,1,3,2,"хускар 240 игр, 65% цк 120 игр, 60% урса 50 игр, 63%",17 лет или младше,25
1516,М,16,1600,1540,500,11-20 игр (почти каждый день по несколько игр),4,2,1,5,3,1,1,5,2,5,1,1,1,4,5,3,4,5,4,1,1,3,"(Pangolier 36 матчей 55.56%побед), (Wraith King 30 матчей 53.33% побед), (Riki 19 матчей 63.16% побед)",17 лет или младше,24
1517,М,19,5700,5700,4300,6-10 игр (пару дней в неделю стабильно-дота),2,1,4,5,1,4,4,2,3,5,2,4,1,1,4,1,2,2,1,1,4,2,"Legion Commander 290 игр 71%,  Riki 105 игр 70%, Lion 103 игр 57%",18-20 лет,26
1519,М,21,3300,2800,4000,20-30 игр (каждый день по несколько игр),2,4,5,5,2,5,4,5,5,4,2,2,1,2,5,2,4,5,5,2,2,4,"Clinkz, 110 игр, 57.27%; Ursa, 98 игр, 68.37%; Disruptor, 78 игр, 58.97%; dotabuff.com/players/146532208",21-29 лет,37
1520,Ж,26,1660,1600,1828,1-5 игр (по выходным чисто пару каток),1,1,3,2,1,2,4,4,3,5,2,3,1,1,4,4,4,5,4,4,3,5,"ЦМ, 311игр,55.6% ; Огр, 190игр,44.8% ; Квопа, 93 игры, 45.3%",21-29 лет,21
1521,М,16,1880,1850,4000,11-20 игр (почти каждый день по несколько игр),2,2,2,4,2,1,1,1,2,5,2,1,1,5,3,3,2,1,3,1,2,4,"Techies, Матчи 216, 59.72%
Pudge, Матчи 81, 64.20%
Am, Матчи 64, 67.19%",17 лет или младше,17
1523,М,20,4500,3000,4000,1-5 игр (по выходным чисто пару каток),1,4,1,5,1,4,4,3,1,5,2,5,3,3,5,5,3,3,4,3,3,5,"Тинкер 686 матчей 57% вр(на других не играю,если робот в бане,иду чиллить на 4ку бх 180 игр 67% вр)",18-20 лет,24
1525,М,18,750,700,600,11-20 игр (почти каждый день по несколько игр),2,1,3,4,1,4,5,3,3,5,2,1,1,1,5,1,3,4,3,2,2,5,"морфлинг, 94 игры, 58,5%;    фаселес воид, 74 игры, 48,6% -(один из первых персов на котором осваивал игру)   фантом лансер 43 игры , 46,5 % на нем учился играть в рейцтинге (ток сейчас понял что это тупость тренить персов в рейте) поэтому после калибровки слил примерно 100 птс на нем и примерно 150 на тимбере",18-20 лет,26
1528,М,18,600,380,300,11-20 игр (почти каждый день по несколько игр),3,2,4,2,3,4,3,1,5,3,4,3,2,3,3,3,2,5,4,3,5,2,"Скай маг, 40 игр, 55%, пудж, 30 игр, 45%, сф, 20 игр, 40%",18-20 лет,27
1529,М,19,6400,6200,7000,6-10 игр (пару дней в неделю стабильно-дота),1,2,4,2,1,5,1,4,4,4,5,2,1,1,3,4,4,4,1,2,1,5,"Оракл игр 900 70%, Бейн игр 600 65%, (Клок, Таск, Никс) суммарно игр 90 с 60%",18-20 лет,24
1530,М,16,3000,2700,1568,6-10 игр (пару дней в неделю стабильно-дота),1,2,2,2,2,1,4,5,1,3,2,1,1,5,4,3,4,5,4,3,3,3,"Bloodseeker, 108 игр, 73,1 проц. Ogre Magi. 107 игр, 61,7 проц. ША-МА-Н, 100 игр, 60 проц",17 лет или младше,20
1532,М,17,2500,2080,2609,11-20 игр (почти каждый день по несколько игр),1,2,3,4,1,5,5,2,3,4,4,1,2,3,4,3,2,2,1,4,4,2,"bloodseeker , 62 игры , 53,2% 
pudge , 42 игры , 52,4%
axe , 34 игры 61,8%",17 лет или младше,26
1533,М,22,2400,1100,2000,1-5 игр (по выходным чисто пару каток),3,1,5,4,1,5,5,5,4,5,3,1,1,5,5,3,2,3,2,3,1,3,"Timbersaw 55 игр 55%; Dazzle 60 игр 51%; treant 43 игры 69,23%",21-29 лет,33
1536,М,20,3200,2960,2914,11-20 игр (почти каждый день по несколько игр),1,3,1,5,1,1,1,1,1,5,4,1,1,4,5,1,5,3,3,2,1,4,"slark, 142 игры, 66.9%
keeper of the light, 68 игр, 52.9%
venomancer, 64 игры, 64.1%",18-20 лет,15
1537,М,15,1090,1050,1019,20-30 игр (каждый день по несколько игр),3,5,5,5,4,5,5,4,5,5,1,1,1,5,2,3,2,4,4,2,5,4,"Пудж 100 68%) 
Тезис 56 53%
Третий хз",17 лет или младше,41
1540,М,19,1300,200,1000,11-20 игр (почти каждый день по несколько игр),2,1,2,3,4,4,2,1,3,5,3,3,3,3,5,5,3,5,5,3,4,4,Шторм тинкер течес,18-20 лет,22
1542,М,20,2600,2500,1590,6-10 игр (пару дней в неделю стабильно-дота),3,2,2,5,2,4,3,5,4,5,2,1,1,4,4,4,3,3,3,2,3,4,"Dazzle, 78, 70%; juggernaut, 72, 46%; shadow shaman, 62, 61%",18-20 лет,30
1543,М,18,1800,1300,1050,1-5 игр (по выходным чисто пару каток),1,2,1,3,1,1,2,1,1,3,2,2,1,1,1,3,2,3,1,4,5,2,"Кент 208игр 58%
Огр 181 игр 53.6%
Бара 130 игр 55.4%",18-20 лет,13
1544,М,17,1700,1700,1200,1-5 игр (по выходным чисто пару каток),3,2,1,4,2,4,3,3,1,5,2,2,1,1,5,3,3,4,4,1,3,1,"Омникнайт,  112 игр, 54%
Аббадон, 37 игр, 57%
Кунка, 36 игр, 38%",17 лет или младше,23
1545,М,19,2200,2100,3000,6-10 игр (пару дней в неделю стабильно-дота),1,2,2,4,2,1,2,2,2,5,4,1,1,4,4,1,1,1,2,4,1,3,Джагер - 47 - 40.43%. Рубик - 46 - 39.13%. Акс -37-62.16%,18-20 лет,18
1546,М,24,1900,1000,2500,1-5 игр (по выходным чисто пару каток),2,1,1,1,1,5,1,5,5,2,2,1,5,1,2,4,2,5,1,5,5,1,"Axe, Enigma, Io",21-29 лет,22
1547,М,17,0,0,250,Больше 30 игр (по много пабликов каждый день),2,3,5,1,1,2,1,5,1,1,5,5,4,1,3,5,4,5,3,1,1,3,"ТЕЧИС, 27, 89%, ФАНТОМ ЛАНСЕР, 50, 50%, ПУДЖ, 5, 100%",17 лет или младше,21
1548,М,17,460,310,715,6-10 игр (пару дней в неделю стабильно-дота),3,1,2,5,2,2,1,3,1,5,1,1,1,4,5,2,3,2,4,2,2,4,"мипо - 153 игр 58%, вивер 135 50%, лайфстиллер 30 игр 60%",17 лет или младше,20
1549,М,24,2700,2700,10000,6-10 игр (пару дней в неделю стабильно-дота),1,1,1,4,1,1,1,1,1,5,1,2,1,5,5,3,3,1,3,2,3,3,"Chaos Knight, 383 игр, 61,3%,Juggernaut,401 игра,54.86%,Troll Warlord, 400 игр, 53,27%",21-29 лет,12
1550,М,20,0,0,500,1-5 игр (по выходным чисто пару каток),1,1,1,5,1,1,1,5,1,5,1,1,1,1,1,1,3,1,1,3,1,3,Клокверк все 14%,18-20 лет,17
1551,М,16,1000,700,1000,11-20 игр (почти каждый день по несколько игр),1,3,3,4,5,1,5,5,5,5,2,3,1,5,5,3,2,5,3,1,2,1,Антимаг- 53% 144 игры,17 лет или младше,32
1554,М,20,3600,3400,7000,20-30 игр (каждый день по несколько игр),3,3,3,5,4,2,1,5,5,5,1,1,1,5,5,1,3,5,2,5,2,1,"Monkey King, 259 игры, 59,8%, Fhoenix , 225 игры, 54%, Earth Spirit, 216 игры, 54%.",18-20 лет,31
1555,М,19,2050,2050,1700,20-30 игр (каждый день по несколько игр),3,3,4,4,3,1,5,5,4,5,3,1,1,5,5,2,3,5,5,1,1,4,"Спектра,80 игр, 70 винрейт. ПА, 96 игр, 56 винрейт",18-20 лет,32
1556,М,21,2900,2300,2100,11-20 игр (почти каждый день по несколько игр),2,1,1,5,3,2,3,5,2,4,2,1,1,1,3,3,2,3,1,1,2,3,"трент протектер, 101 игра, 58%, рубик, 87 игры, 47%, клокверк, 77 игр, 51%",21-29 лет,24
1557,М,24,3890,1500,6500,6-10 игр (пару дней в неделю стабильно-дота),1,1,1,1,1,1,1,1,1,3,4,1,1,3,3,2,2,1,1,3,1,2,"mirana, 400 игр , 55% , я не играл в доту с 2017 года)",21-29 лет,9
1558,М,21,3800,2800,5000,1-5 игр (по выходным чисто пару каток),1,2,1,5,1,2,1,1,1,5,1,2,2,3,4,1,1,1,3,4,3,1,"Brewmaster - 412 игр 57%, Abadon - 189 игр 61%, Meepo - 143 игры 46%",21-29 лет,15
1559,М,17,3110,3110,4000,11-20 игр (почти каждый день по несколько игр),3,2,2,4,2,4,3,4,2,4,4,1,1,2,3,2,4,4,5,2,3,5,"Pudge, 200 игр, 55%
Шейкер, 63 игр, 49%
Антимаг, 61 игр, 57%",17 лет или младше,26
1561,М,17,1220,1220,2000,6-10 игр (пару дней в неделю стабильно-дота),1,3,2,5,1,2,3,4,4,5,1,3,2,4,5,4,2,3,5,2,3,4,"Спектра 80 66%, Сларк 80 64%, Темпларка 88 61.7%",17 лет или младше,25
1562,М,18,3000,1300,3000,11-20 игр (почти каждый день по несколько игр),2,1,1,4,2,3,2,3,2,4,1,2,1,5,5,3,3,4,5,5,2,2,"Пудж,328 игры , 65%
Сларк ,100 игры,70%
Войд спирит,140 игры, 52%",18-20 лет,20
1563,М,17,700,300,400,6-10 игр (пару дней в неделю стабильно-дота),2,2,2,1,3,1,1,1,3,1,5,1,1,1,1,3,2,3,2,3,2,4,"висп, 13 игр, 1 одно поражение
вд, 20 игр, 50%
бристлбэк, 11 игр, 54.5%",17 лет или младше,16
1565,М,16,3820,3700,1500,20-30 игр (каждый день по несколько игр),1,4,3,4,2,1,2,3,1,4,2,3,2,5,4,2,2,1,5,1,3,5,"Tinker, 290 игр, 72%; OD, 115 игр, 55%; Meepo, 102 игр, 59%",17 лет или младше,21
1567,М,17,2100,1600,1600,11-20 игр (почти каждый день по несколько игр),3,3,1,1,1,1,1,5,3,4,5,2,1,5,4,4,4,5,4,1,5,2,"феникс 150 игр 56% винрейт,инвокер 177 игр 44.63% винрейт, мипо 62 игры 54.84%
 винрейт",17 лет или младше,19
1568,М,16,600,340,960,20-30 игр (каждый день по несколько игр),2,3,2,3,3,2,3,4,2,4,2,2,1,4,4,3,4,5,4,3,2,5,"Huskar, 111 игр, 64%; Hoodwink, 120 игр, 58%; Earthshaker, 52 игры, 48%",17 лет или младше,24
1569,Ж,17,2000,1650,2800,6-10 игр (пару дней в неделю стабильно-дота),5,3,5,3,1,5,2,5,1,3,3,1,1,3,3,2,2,4,2,5,2,3,"Фея, 378 игр, 55,55% ; Гирокоптер 127 игр, 66,14% ; ВР 104 игры, 53,84",17 лет или младше,30
1570,М,15,4100,4050,5000,11-20 игр (почти каждый день по несколько игр),2,3,3,5,1,4,4,3,2,4,1,2,1,5,4,2,3,3,4,2,1,2,"(Рубик,96 игр, 52%) (шейкер,87 игр, 53%)  (пудж, 81 игра, 43%)  У меня конечно есть игры на сапортах по типу(вилоу, венга у которых винрейт 65-71% за 50+ матчей) но ты попросил честно отвечать. Спасибо за контент!!!!",17 лет или младше,27
1572,М,16,1500,1310,900,20-30 игр (каждый день по несколько игр),1,2,3,5,2,5,3,1,1,5,2,1,1,4,4,1,3,5,5,2,4,1,"Урса, 72 игры, 62%
Цк, 82 игры 59%
 Свен, 64 игры 56%",17 лет или младше,23
1574,М,26,3900,3700,7000,11-20 игр (почти каждый день по несколько игр),2,4,2,5,1,1,1,4,2,5,2,1,1,4,5,3,2,4,3,1,2,1,"Феникс, 370 игр, 57%. Сало, шаман примерно 150 игр, по 53%",21-29 лет,22
1578,М,16,820,730,700,11-20 игр (почти каждый день по несколько игр),1,2,2,5,4,1,3,1,1,5,2,1,1,5,4,2,4,5,5,1,1,3,"Фантомка-109, 55%; Windranger-42, 47%; Faceless Void-38, 71%",17 лет или младше,20
1580,М,22,3860,3700,5000,11-20 игр (почти каждый день по несколько игр),1,1,1,3,1,2,4,2,1,3,4,1,1,1,1,4,4,4,4,4,4,5,"Спектра, 130 игр, 78%
Легионка, 180 игр , 63%
Сларк, 78 игра , 70%",21-29 лет,16
1581,М,20,2300,2300,2000,6-10 игр (пару дней в неделю стабильно-дота),2,2,4,4,1,2,3,4,2,4,2,1,1,2,5,1,2,3,4,1,2,3,"Феникс, 178, 68%, Земеля, 67, 56%, Аппарат, 43, 76%",18-20 лет,24
1584,М,20,3000,2900,4100,6-10 игр (пару дней в неделю стабильно-дота),1,3,3,2,1,1,1,5,3,4,2,1,1,3,3,1,1,4,4,4,1,5,Sven 255 игр 63.9%  Lifestealer 137 игр 59.9% WK 128 игр 58.6%,18-20 лет,20
1585,М,19,6500,6400,6000,Больше 30 игр (по много пабликов каждый день),4,3,3,5,2,2,5,5,4,5,2,2,1,4,5,2,3,3,5,2,2,1,"хускар 500+ разные акки, кликз 300 , тинкер 200 - 70+ вр, многое смурф или буст",18-20 лет,33
1586,Ж,20,3000,2750,2011,11-20 игр (почти каждый день по несколько игр),1,1,3,3,1,4,5,2,1,3,2,1,1,1,3,4,2,5,5,3,4,5,"огр, 117 игр, 67%; ЦМ , 32 игры, 50%; Джакиро, 32 игры, 56%",18-20 лет,21
1587,М,18,3000,410,3000,11-20 игр (почти каждый день по несколько игр),4,3,4,1,1,4,3,5,3,3,3,1,1,3,3,5,5,5,3,3,4,5,"аутистворлд дестроер 15 60%
морфлинг 20 56%
спирит брейкер 12 81.8%",18-20 лет,28
1588,М,17,1700,1270,400,11-20 игр (почти каждый день по несколько игр),1,2,2,3,4,2,5,2,3,5,5,4,4,1,5,3,1,2,1,2,5,5,"Дазл, 76 игр, 59%; Даунбрейкер 31 игра, 48%; Лион 30 игр, 50%",17 лет или младше,24
1589,Ж,16,6000,5500,2000,11-20 игр (почти каждый день по несколько игр),3,1,5,5,2,5,5,5,4,4,2,2,1,2,4,5,1,3,2,1,4,5,"СФ, 280, 46.43%
Фура, 383, 60.05%
Puck, 261 55.10%",17 лет или младше,35
1590,М,28,2300,570,1500,1-5 игр (по выходным чисто пару каток),1,1,2,2,1,1,5,5,1,3,4,1,2,1,3,3,3,5,5,5,4,4,"Legion Commander - 400 (48%), Techies - 150 (57%), Nature's Prophet - 85 (42%)",21-29 лет,19
1591,М,17,650,500,250,1-5 игр (по выходным чисто пару каток),1,2,3,2,1,1,2,4,2,4,4,3,1,4,2,2,2,3,1,5,5,5,"Виндрэнджер, 38 игр, 55.26%; цм, 27 игр, 66.67%; лина, 24 игры, 41.67%",17 лет или младше,18
1592,М,26,3900,3300,4700,1-5 игр (по выходным чисто пару каток),1,1,3,5,1,1,1,4,2,5,2,1,1,3,4,2,1,3,2,4,1,3,"Pudge, 291, 52%, Invoker, 241, 43%, Mars, 183, 50%%",21-29 лет,19
1593,Ж,16,2500,2400,1500,20-30 игр (каждый день по несколько игр),1,3,1,3,2,3,2,5,4,4,2,1,1,4,4,1,2,3,3,2,1,3,"Цм 164 игры, 59%; Венга 124 игры 60%, Виллоу 124 игры 58%",17 лет или младше,24
1594,М,19,3000,2700,3600,6-10 игр (пару дней в неделю стабильно-дота),3,1,2,2,2,1,2,2,2,4,4,4,3,1,4,1,3,5,5,3,3,5,pudge 250 56% блудсикер 350 68% Алхимик 200 62%,18-20 лет,17
1595,М,17,3000,3000,1000,6-10 игр (пару дней в неделю стабильно-дота),2,2,4,3,1,1,4,2,4,4,3,3,1,4,4,2,2,2,3,2,4,2,Пудж 154 игры 75% МК 100 игр 49% Инвокер 75 игр 44%,17 лет или младше,23
1597,М,24,4600,2700,4120,11-20 игр (почти каждый день по несколько игр),1,3,1,3,1,1,4,5,5,4,4,1,1,4,4,1,2,2,3,2,3,2,"Фурион, 207 игр, 55.07% ; Джагернаут, 160 игр, 56,25% ; снайпер, 106 игр, 53,77%",21-29 лет,24
1598,М,19,5400,3600,6540,1-5 игр (по выходным чисто пару каток),1,2,1,1,1,1,4,3,5,1,5,1,1,2,1,1,2,2,4,3,5,5,Faceless Void(340 игр и 74%). Ember Spirit(120 и 67%) и Invoker (89 и 57%),18-20 лет,19
1601,М,24,4000,3680,11374,1-5 игр (по выходным чисто пару каток),1,2,1,5,5,1,3,2,1,4,5,3,1,5,4,4,2,3,2,5,5,3,"Пудж, 939 игры, 53,5%, Рубик 601 игра, 45.6%, Шейкер 317 игр, 51.7%",21-29 лет,21
1602,М,17,1260,1050,1050,20-30 игр (каждый день по несколько игр),2,3,4,5,3,4,5,5,1,5,1,2,1,5,5,3,1,3,1,3,1,1,shadow fiend 91 игра 50.55%;Windranger 46 игр 45.65%;Phantom assasin 43 игры 53.49%,17 лет или младше,32
1603,М,26,3510,3460,5460,6-10 игр (пару дней в неделю стабильно-дота),3,5,5,5,5,2,5,4,3,5,1,1,1,5,4,2,4,3,2,1,1,2,"Warlock, 226 игр, 54%; Crystal Maiden, 208 игр, 50%; Vengeful Spirit, 146 игр, 51%",21-29 лет,37
1606,М,25,0,0,3000,6-10 игр (пару дней в неделю стабильно-дота),2,1,1,1,1,1,5,2,1,3,5,1,1,1,2,3,2,3,1,5,1,2,"я вообще не смотрю на винрейт, но играю на silencer, chaos knight, Lifestealer",21-29 лет,15
1608,М,16,4280,4180,4746,Больше 30 игр (по много пабликов каждый день),1,5,1,4,1,3,1,4,2,4,2,2,2,4,4,1,1,4,5,1,2,2,"Инвокер 283игры,49,5%. Терорблейд 194 игры, 56,2%. Тинкер 142игры,57,7%",17 лет или младше,22
1610,М,14,310,310,1000,1-5 игр (по выходным чисто пару каток),3,1,4,3,1,5,2,2,2,2,3,4,3,4,3,5,2,2,3,3,4,3,огр 50 48% бейн 23 80% висп 16 28%,17 лет или младше,23
1611,М,17,900,820,1600,20-30 игр (каждый день по несколько игр),4,5,1,4,1,3,1,4,3,5,2,5,1,4,3,3,3,3,4,5,3,5,"Сф 119  игр 48,7%, wk 56 игр 57,1%, slark 54 игры 42,6%",17 лет или младше,26
1612,М,20,4100,3700,4338,11-20 игр (почти каждый день по несколько игр),5,3,4,5,4,3,1,5,5,5,1,1,1,5,5,2,2,3,4,2,4,2,"Оракл, 848 игры, 63%; Дазл, 237 игры, 65%; Земляной спирит, 165 игры, 50.9%;",18-20 лет,35
1614,М,22,6000,5950,6000,11-20 игр (почти каждый день по несколько игр),4,2,1,3,1,3,1,3,1,4,3,4,2,1,4,3,3,4,3,2,4,1,"Slark, 266 игр, 53%
Lifestealer 155 игр, 51%
Wraith King 144 игры, 61%",21-29 лет,19
1615,М,23,1600,1020,1139,6-10 игр (пару дней в неделю стабильно-дота),2,2,1,3,1,3,2,3,1,4,1,2,1,3,3,4,3,3,5,5,2,3,"Warlock 84 64%, jakiro 125 56%, Winter wyvern 51 58%",21-29 лет,18
1616,М,18,4000,3500,4000,6-10 игр (пару дней в неделю стабильно-дота),4,2,4,4,2,5,5,5,5,3,2,1,1,3,4,3,3,5,2,3,4,4,"weaver, 234, 62.8%
windranger, 136, 55.1%
slark, 127, 66.1%",18-20 лет,36
1617,М,18,7300,7300,3000,11-20 игр (почти каждый день по несколько игр),3,4,1,5,1,1,5,5,1,5,1,1,1,5,5,1,3,3,3,1,1,5,"Morphling : 764 игры - 71%
Bloodseeker : 203 игры - 67%
Oracle :  77 игр - 64%",18-20 лет,26
1619,М,23,1300,800,2500,1-5 игр (по выходным чисто пару каток),1,1,4,3,2,5,5,5,4,5,4,1,2,4,3,2,2,4,4,1,2,4,"Мк 368 игр 78%, тини 150 игр 90%, бони флетчер 70 игр 84%",21-29 лет,30
1620,М,19,1700,1100,2600,11-20 игр (почти каждый день по несколько игр),1,2,3,4,2,3,4,1,3,5,3,1,1,4,4,3,4,5,4,4,2,3,"Брист, 160 игр, 56%,  Лансер, 70 игр, 60%, Андерлорд, 50 игр, 62%",18-20 лет,23
1621,М,18,3850,3700,4700,6-10 игр (пару дней в неделю стабильно-дота),3,2,1,3,2,2,3,4,3,4,5,3,1,1,5,2,3,4,2,4,2,3,"Течис, 309 игр, 53,1%; МК, 282 игры, 69,9%; Легионка, 230 игры, 57,0%",18-20 лет,23
1622,М,19,2500,2050,2733,1-5 игр (по выходным чисто пару каток),2,1,1,5,1,2,4,3,1,5,3,1,1,5,3,2,2,5,3,2,1,1,"Сенд кинг, 494 игры, 55.3%
Феникс, 426 игры, 59.2%
Лешрак, 144 игры, 53.5%",18-20 лет,20
1623,М,13,1200,1170,1500,Больше 30 игр (по много пабликов каждый день),4,4,3,4,5,5,3,4,5,4,2,5,2,5,4,3,3,3,3,2,1,3,"Морф, 50 игр, 64%; Войд спирит, 82 игры, 70%; Пудж, 90игр, 52% (играю на нем онли аллпик фо фан)",17 лет или младше,37
1624,М,23,2500,2000,4000,1-5 игр (по выходным чисто пару каток),1,2,3,2,2,4,4,3,4,3,3,2,2,2,3,4,3,3,3,5,5,2,"(Мипо, 50 игр, 47%)          (ВРка, 30 игр, 53%)          (Слардар, 25 игр, 56%)",21-29 лет,25
1628,М,17,2430,2310,2800,Больше 30 игр (по много пабликов каждый день),1,1,4,5,1,2,3,1,5,4,1,5,1,5,5,2,3,4,5,4,5,3,"Пудж, 214 игры,       50.93% 
ВК,      189 игры,       63.49% 
Свен, 50 игр,            72.00%",17 лет или младше,23
1632,М,21,4000,3390,4000,11-20 игр (почти каждый день по несколько игр),3,3,4,5,3,2,4,4,5,5,3,2,1,4,4,4,3,2,3,5,2,2,Crystal Maiden 194 (60%) Anti-Mage 175 (54%) Warlock 117 (62%),21-29 лет,33
1633,М,16,900,800,1000,11-20 игр (почти каждый день по несколько игр),2,1,2,4,2,1,4,3,1,3,4,1,1,4,4,3,1,1,4,2,1,4,"Дазл, 30, 54%. Оракл, 15, 51%. Земеля, 15, 52%.",17 лет или младше,20
1634,М,17,2630,2500,1700,1-5 игр (по выходным чисто пару каток),3,2,3,4,1,2,1,5,4,4,3,1,1,3,3,2,1,1,3,1,4,3,"Слардар, 150 игры, 64%
Никс, 124 игры 56%
Пангольер, 68 игры, 53%",17 лет или младше,25
1635,М,17,440,400,290,20-30 игр (каждый день по несколько игр),2,4,1,5,4,2,3,5,4,5,2,1,1,1,4,4,2,3,3,4,4,3,"Энигма, 40 игр, 62,5%
Гримстроук, 37 игр, 51,4%
Трент, 33 игры, 66,7%",17 лет или младше,30
1637,М,15,2040,2000,2000,11-20 игр (почти каждый день по несколько игр),1,4,2,3,2,5,2,4,4,5,1,2,2,3,5,3,4,3,2,3,4,2,"Морф 230игры 58%, мипо 205 игры 58%, манки кинг 75 игры 50%",17 лет или младше,27
1638,М,14,2600,2400,178,6-10 игр (пару дней в неделю стабильно-дота),3,3,1,3,1,4,5,5,4,2,3,2,2,5,3,3,3,4,4,5,5,2,Mokeyking49%,17 лет или младше,29
